Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
Poultry,5,42.4,fatigue,twisted neck,difficulty walking,Newcastle Disease
Poultry,3,43.3,depression,twisted neck,difficulty walking,Newcastle Disease
Sheep,4,41.9,fatigue,swelling in abdomen,jaundice,Rift Valley Fever
Goat,1,42.2,swelling in abdomen,fatigue,sweats,Rift Valley Fever
Cow,8,42.0,frothing at mouth,swelling in neck,fatigue,East Coast Fever
Sheep,8,42.2,fatigue,blood in stool,swelling in abdomen,Rift Valley Fever
Cow,4,41.5,lacrimation,fatigue,loss of appetite,East Coast Fever
Poultry,5,43.8,chills,greenish diarrhea,sudden death,Newcastle Disease
Poultry,2,45.0,fatigue,greenish diarrhea,sudden death,Newcastle Disease
Cow,4,41.3,difficulty walking,loss of appetite,swelling in limb,East Coast Fever
Cow,1,42.1,swelling in abdomen,sweats,chills,Rift Valley Fever
Goat,4,42.1,fatigue,extended neck,painful cough,CCPP
Goat,1,41.6,extended neck,loss of appetite,crackling sound,CCPP
Sheep,6,41.6,jaundice,sweats,swelling in abdomen,Rift Valley Fever
Goat,3,42.4,extended neck,shortness of breath,chest discomfort,CCPP
Cow,2,42.5,frothing at mouth,loss of appetite,fatigue,East Coast Fever
Goat,3,41.8,fatigue,painful cough,shortness of breath,CCPP
Poultry,2,43.0,greenish diarrhea,chills,depression,Newcastle Disease
Cow,5,42.6,frothing at mouth,swelling in neck,swelling in limb,East Coast Fever
Sheep,6,41.6,matted eyes,sores on gums,sores on mouth,PPR
Sheep,4,42.1,sweats,chills,jaundice,Rift Valley Fever
Sheep,8,41.5,sores on gums,sores on mouth,matted eyes,PPR
Poultry,5,43.4,sudden death,twisted neck,greenish diarrhea,Newcastle Disease
Sheep,7,41.4,fatigue,loss of appetite,matted eyes,PPR
Sheep,6,42.1,mass abortion,blood in stool,jaundice,Rift Valley Fever
Cow,3,42.2,frothing at mouth,fatigue,swelling in limb,East Coast Fever
Goat,5,41.8,crackling sound,extended neck,chest discomfort,CCPP
Poultry,4,43.7,depression,greenish diarrhea,fatigue,Newcastle Disease
Goat,3,41.0,jaundice,swelling in abdomen,sweats,Rift Valley Fever
Goat,6,42.0,matted eyes,sores on gums,fatigue,PPR
Sheep,4,40.5,sores on mouth,loss of appetite,sores on gums,PPR
Poultry,6,42.5,sudden death,difficulty walking,greenish diarrhea,Newcastle Disease
Poultry,4,44.1,twisted neck,sudden death,chills,Newcastle Disease
Poultry,8,42.9,twisted neck,difficulty walking,depression,Newcastle Disease
Goat,4,40.9,loss of appetite,sores on gums,foul diarrhea,PPR
Sheep,6,40.7,chills,blood in stool,fatigue,Rift Valley Fever
Sheep,3,42.2,swelling in abdomen,sweats,mass abortion,Rift Valley Fever
Sheep,6,42.4,swelling in abdomen,blood in stool,sweats,Rift Valley Fever
Cow,2,42.1,mass abortion,jaundice,fatigue,Rift Valley Fever
Sheep,4,41.5,swelling in abdomen,blood in stool,mass abortion,Rift Valley Fever
Goat,5,41.2,crackling sound,chest discomfort,fatigue,CCPP
Poultry,5,44.9,greenish diarrhea,chills,depression,Newcastle Disease
Cow,3,42.4,fatigue,difficulty walking,swelling in neck,East Coast Fever
Poultry,2,42.3,chills,twisted neck,depression,Newcastle Disease
Poultry,7,43.6,depression,twisted neck,chills,Newcastle Disease
Cow,3,42.5,fatigue,jaundice,sweats,Rift Valley Fever
Goat,4,42.0,jaundice,swelling in abdomen,chills,Rift Valley Fever
Cow,3,42.0,swelling in abdomen,jaundice,sweats,Rift Valley Fever
Cow,7,42.7,swelling in limb,fatigue,frothing at mouth,East Coast Fever
Sheep,1,41.3,jaundice,blood in stool,mass abortion,Rift Valley Fever
Cow,3,41.8,swelling in neck,lacrimation,fatigue,East Coast Fever
Sheep,5,40.9,matted eyes,fatigue,loss of appetite,PPR
Goat,2,41.9,blood in stool,jaundice,mass abortion,Rift Valley Fever
Poultry,8,44.5,difficulty walking,chills,fatigue,Newcastle Disease
Sheep,5,40.6,foul diarrhea,sores on gums,sores on mouth,PPR
Cow,8,41.4,sweats,swelling in abdomen,mass abortion,Rift Valley Fever
Cow,4,42.4,difficulty walking,loss of appetite,frothing at mouth,East Coast Fever
Goat,6,41.4,loss of appetite,shortness of breath,crackling sound,CCPP
Cow,8,42.2,swelling in neck,swelling in limb,loss of appetite,East Coast Fever
Cow,8,41.6,swelling in neck,difficulty walking,loss of appetite,East Coast Fever
Poultry,1,44.1,twisted neck,chills,depression,Newcastle Disease
Goat,1,41.6,matted eyes,loss of appetite,fatigue,PPR
Goat,4,41.9,fatigue,painful cough,crackling sound,CCPP
Poultry,3,44.1,greenish diarrhea,chills,depression,Newcastle Disease
Cow,8,41.7,difficulty walking,swelling in limb,fatigue,East Coast Fever
Goat,8,41.8,loss of appetite,shortness of breath,crackling sound,CCPP
Cow,6,42.9,lacrimation,swelling in neck,swelling in limb,East Coast Fever
Cow,8,42.7,difficulty walking,fatigue,loss of appetite,East Coast Fever
Goat,7,41.3,foul diarrhea,matted eyes,loss of appetite,PPR
Goat,7,40.8,jaundice,mass abortion,sweats,Rift Valley Fever
Sheep,6,40.4,loss of appetite,fatigue,sores on mouth,PPR
Poultry,7,44.3,fatigue,chills,twisted neck,Newcastle Disease
Cow,2,42.4,fatigue,mass abortion,sweats,Rift Valley Fever
Goat,1,41.6,jaundice,blood in stool,mass abortion,Rift Valley Fever
Goat,8,40.8,matted eyes,fatigue,sores on gums,PPR
Goat,8,41.4,sores on mouth,sores on gums,fatigue,PPR
Goat,6,40.9,chest discomfort,fatigue,extended neck,CCPP
Poultry,8,42.8,depression,fatigue,sudden death,Newcastle Disease
Sheep,2,40.9,fatigue,matted eyes,loss of appetite,PPR
Goat,3,42.0,loss of appetite,extended neck,chest discomfort,CCPP
Cow,7,42.6,swelling in neck,loss of appetite,fatigue,East Coast Fever
Sheep,8,42.2,fatigue,jaundice,chills,Rift Valley Fever
Cow,7,41.5,blood in stool,swelling in abdomen,chills,Rift Valley Fever
Goat,1,41.1,loss of appetite,extended neck,chest discomfort,CCPP
Goat,7,41.3,loss of appetite,extended neck,fatigue,CCPP
Sheep,7,41.4,sores on tongue,sores on mouth,sores on gums,PPR
Goat,1,42.2,blood in stool,chills,mass abortion,Rift Valley Fever
Sheep,5,42.0,chills,fatigue,sweats,Rift Valley Fever
Poultry,6,43.6,twisted neck,difficulty walking,chills,Newcastle Disease
Poultry,2,44.2,greenish diarrhea,chills,depression,Newcastle Disease
Cow,2,42.2,difficulty walking,swelling in neck,frothing at mouth,East Coast Fever
Cow,2,42.8,difficulty walking,swelling in limb,lacrimation,East Coast Fever
Cow,8,41.4,frothing at mouth,loss of appetite,lacrimation,East Coast Fever
Sheep,8,41.2,sores on gums,fatigue,foul diarrhea,PPR
Cow,5,40.6,swelling in abdomen,chills,jaundice,Rift Valley Fever
Goat,2,40.9,extended neck,painful cough,shortness of breath,CCPP
Cow,3,41.7,jaundice,sweats,swelling in abdomen,Rift Valley Fever
Cow,3,41.5,fatigue,blood in stool,sweats,Rift Valley Fever
Sheep,1,40.4,foul diarrhea,loss of appetite,matted eyes,PPR
Goat,2,41.8,loss of appetite,foul diarrhea,sores on mouth,PPR
Goat,2,41.9,shortness of breath,crackling sound,loss of appetite,CCPP
Cow,8,42.0,swelling in neck,swelling in limb,loss of appetite,East Coast Fever
Sheep,5,41.4,loss of appetite,fatigue,sores on tongue,PPR
Poultry,5,42.6,depression,difficulty walking,fatigue,Newcastle Disease
Goat,3,41.5,extended neck,crackling sound,loss of appetite,CCPP
Goat,8,42.5,fatigue,crackling sound,extended neck,CCPP
Goat,2,42.0,shortness of breath,painful cough,loss of appetite,CCPP
Sheep,7,41.4,sores on mouth,sores on tongue,matted eyes,PPR
Goat,7,41.7,extended neck,painful cough,shortness of breath,CCPP
Poultry,4,43.5,chills,depression,sudden death,Newcastle Disease
Goat,8,41.3,crackling sound,fatigue,chest discomfort,CCPP
Goat,4,41.1,swelling in abdomen,sweats,chills,Rift Valley Fever
Poultry,1,43.6,chills,sudden death,greenish diarrhea,Newcastle Disease
Sheep,8,41.5,chills,sweats,jaundice,Rift Valley Fever
Goat,5,40.7,extended neck,chest discomfort,loss of appetite,CCPP
Cow,8,42.7,loss of appetite,swelling in neck,fatigue,East Coast Fever
Goat,8,41.7,shortness of breath,crackling sound,chest discomfort,CCPP
Goat,1,41.5,extended neck,shortness of breath,chest discomfort,CCPP
Cow,1,42.5,difficulty walking,frothing at mouth,fatigue,East Coast Fever
Goat,7,42.3,chest discomfort,crackling sound,shortness of breath,CCPP
Cow,7,42.0,lacrimation,swelling in limb,frothing at mouth,East Coast Fever
Cow,1,41.8,fatigue,blood in stool,mass abortion,Rift Valley Fever
Cow,6,41.6,frothing at mouth,difficulty walking,swelling in neck,East Coast Fever
Poultry,5,42.7,greenish diarrhea,chills,sudden death,Newcastle Disease
Cow,3,41.7,swelling in neck,fatigue,swelling in limb,East Coast Fever
Goat,1,40.8,sores on gums,sores on tongue,loss of appetite,PPR
Goat,2,41.3,fatigue,blood in stool,mass abortion,Rift Valley Fever
Goat,3,42.3,mass abortion,sweats,jaundice,Rift Valley Fever
Poultry,4,44.5,sudden death,chills,difficulty walking,Newcastle Disease
Cow,6,41.4,loss of appetite,lacrimation,swelling in neck,East Coast Fever
Cow,8,42.2,swelling in limb,fatigue,difficulty walking,East Coast Fever
Poultry,1,42.6,fatigue,depression,chills,Newcastle Disease
Sheep,4,41.2,blood in stool,mass abortion,jaundice,Rift Valley Fever
Goat,4,41.9,swelling in abdomen,blood in stool,fatigue,Rift Valley Fever
Cow,2,41.5,swelling in neck,lacrimation,swelling in limb,East Coast Fever
Poultry,4,42.7,chills,sudden death,depression,Newcastle Disease
Poultry,4,42.6,sudden death,difficulty walking,chills,Newcastle Disease
Sheep,3,42.0,fatigue,chills,swelling in abdomen,Rift Valley Fever
Cow,5,41.7,fatigue,frothing at mouth,loss of appetite,East Coast Fever
Cow,5,41.0,swelling in abdomen,sweats,blood in stool,Rift Valley Fever
Goat,5,41.8,foul diarrhea,sores on mouth,loss of appetite,PPR
Cow,8,42.6,fatigue,swelling in neck,swelling in limb,East Coast Fever
Cow,7,41.9,sweats,fatigue,mass abortion,Rift Valley Fever
Cow,1,42.1,frothing at mouth,difficulty walking,fatigue,East Coast Fever
Goat,2,40.6,chest discomfort,extended neck,loss of appetite,CCPP
Poultry,7,44.7,depression,difficulty walking,greenish diarrhea,Newcastle Disease
Goat,6,41.5,extended neck,fatigue,painful cough,CCPP
Poultry,5,42.8,sudden death,difficulty walking,greenish diarrhea,Newcastle Disease
Sheep,5,41.7,swelling in abdomen,jaundice,chills,Rift Valley Fever
Cow,5,41.4,frothing at mouth,lacrimation,swelling in neck,East Coast Fever
Cow,2,42.4,lacrimation,difficulty walking,loss of appetite,East Coast Fever
Sheep,6,41.1,loss of appetite,foul diarrhea,sores on mouth,PPR
Cow,7,41.6,lacrimation,fatigue,swelling in neck,East Coast Fever
Sheep,5,41.2,foul diarrhea,fatigue,sores on tongue,PPR
Cow,6,42.0,sweats,fatigue,jaundice,Rift Valley Fever
Sheep,5,40.7,fatigue,sores on mouth,sores on tongue,PPR
Cow,2,42.5,swelling in neck,lacrimation,swelling in limb,East Coast Fever
Cow,3,42.2,swelling in limb,swelling in neck,frothing at mouth,East Coast Fever
Goat,4,41.5,loss of appetite,painful cough,crackling sound,CCPP
Cow,2,42.6,swelling in limb,lacrimation,loss of appetite,East Coast Fever
Cow,8,41.3,sweats,jaundice,fatigue,Rift Valley Fever
Goat,2,40.9,mass abortion,fatigue,blood in stool,Rift Valley Fever
Goat,1,41.0,fatigue,extended neck,painful cough,CCPP
Sheep,6,40.8,loss of appetite,sores on mouth,sores on gums,PPR
Poultry,2,44.2,greenish diarrhea,depression,sudden death,Newcastle Disease
Poultry,1,42.6,sudden death,twisted neck,chills,Newcastle Disease
Goat,3,40.7,fatigue,loss of appetite,sores on mouth,PPR
Goat,2,40.6,loss of appetite,matted eyes,sores on tongue,PPR
Cow,2,41.8,fatigue,frothing at mouth,swelling in neck,East Coast Fever
Goat,3,42.1,loss of appetite,fatigue,chest discomfort,CCPP
Goat,2,40.2,sores on gums,loss of appetite,foul diarrhea,PPR
Cow,2,42.1,difficulty walking,swelling in limb,swelling in neck,East Coast Fever
Cow,1,42.4,fatigue,loss of appetite,difficulty walking,East Coast Fever
Poultry,2,43.2,greenish diarrhea,difficulty walking,twisted neck,Newcastle Disease
Cow,3,42.6,fatigue,jaundice,chills,Rift Valley Fever
Poultry,6,43.5,depression,sudden death,twisted neck,Newcastle Disease
Sheep,1,41.7,matted eyes,sores on tongue,foul diarrhea,PPR
Goat,6,41.0,sores on tongue,sores on mouth,foul diarrhea,PPR
Goat,6,41.9,loss of appetite,chest discomfort,shortness of breath,CCPP
Sheep,2,40.9,matted eyes,sores on tongue,sores on gums,PPR
Cow,4,41.4,loss of appetite,difficulty walking,swelling in neck,East Coast Fever
Goat,8,40.2,foul diarrhea,loss of appetite,sores on mouth,PPR
Poultry,6,42.5,chills,difficulty walking,greenish diarrhea,Newcastle Disease
Poultry,7,44.2,greenish diarrhea,fatigue,twisted neck,Newcastle Disease
Poultry,1,43.4,greenish diarrhea,fatigue,twisted neck,Newcastle Disease
Goat,1,41.4,sores on mouth,foul diarrhea,sores on tongue,PPR
Goat,3,41.7,extended neck,painful cough,fatigue,CCPP
Goat,5,42.0,chest discomfort,shortness of breath,extended neck,CCPP
Cow,1,42.0,swelling in abdomen,mass abortion,sweats,Rift Valley Fever
Sheep,5,41.7,loss of appetite,sores on gums,sores on mouth,PPR
Cow,1,41.8,fatigue,swelling in abdomen,chills,Rift Valley Fever
Cow,4,42.4,lacrimation,difficulty walking,swelling in limb,East Coast Fever
Goat,6,41.2,chest discomfort,fatigue,loss of appetite,CCPP
Cow,4,41.8,jaundice,swelling in abdomen,fatigue,Rift Valley Fever
Goat,6,41.3,sores on gums,fatigue,sores on tongue,PPR
Cow,2,42.1,fatigue,jaundice,mass abortion,Rift Valley Fever
Poultry,6,44.1,fatigue,difficulty walking,greenish diarrhea,Newcastle Disease
Goat,5,41.9,foul diarrhea,sores on tongue,sores on mouth,PPR
Goat,5,42.0,chest discomfort,shortness of breath,crackling sound,CCPP
Goat,5,41.1,crackling sound,fatigue,loss of appetite,CCPP
Poultry,8,43.3,chills,sudden death,twisted neck,Newcastle Disease
Goat,4,41.3,jaundice,sweats,chills,Rift Valley Fever
Goat,8,41.5,sores on gums,matted eyes,foul diarrhea,PPR
Goat,6,40.9,matted eyes,sores on tongue,fatigue,PPR
Goat,1,40.6,crackling sound,fatigue,painful cough,CCPP
Cow,1,41.5,swelling in neck,swelling in limb,frothing at mouth,East Coast Fever
Cow,1,42.2,fatigue,mass abortion,swelling in abdomen,Rift Valley Fever
Goat,6,41.7,fatigue,painful cough,crackling sound,CCPP
Sheep,4,41.4,matted eyes,sores on mouth,loss of appetite,PPR
Sheep,1,40.7,mass abortion,jaundice,chills,Rift Valley Fever
Cow,7,41.9,blood in stool,sweats,fatigue,Rift Valley Fever
Goat,6,41.3,sores on gums,foul diarrhea,matted eyes,PPR
Sheep,4,41.9,swelling in abdomen,jaundice,mass abortion,Rift Valley Fever
Cow,5,41.7,difficulty walking,frothing at mouth,lacrimation,East Coast Fever
Cow,1,42.2,fatigue,lacrimation,frothing at mouth,East Coast Fever
Cow,4,41.2,swelling in abdomen,fatigue,mass abortion,Rift Valley Fever
Goat,7,41.9,shortness of breath,fatigue,extended neck,CCPP
Goat,6,42.1,sweats,mass abortion,blood in stool,Rift Valley Fever
Goat,1,41.4,matted eyes,foul diarrhea,fatigue,PPR
Poultry,3,44.9,sudden death,twisted neck,difficulty walking,Newcastle Disease
Goat,8,41.6,foul diarrhea,loss of appetite,matted eyes,PPR
Cow,7,41.4,chills,mass abortion,jaundice,Rift Valley Fever
Goat,1,41.3,crackling sound,chest discomfort,loss of appetite,CCPP
Goat,6,41.7,sores on gums,fatigue,foul diarrhea,PPR
Sheep,2,41.5,loss of appetite,fatigue,sores on tongue,PPR
Goat,5,40.7,sores on gums,loss of appetite,matted eyes,PPR
Poultry,1,42.9,twisted neck,chills,difficulty walking,Newcastle Disease
Goat,8,41.1,chest discomfort,shortness of breath,painful cough,CCPP
Goat,8,40.5,sores on gums,matted eyes,fatigue,PPR
Cow,8,42.2,loss of appetite,swelling in neck,swelling in limb,East Coast Fever
Goat,1,41.5,fatigue,loss of appetite,painful cough,CCPP
Goat,1,41.6,extended neck,fatigue,shortness of breath,CCPP
Poultry,4,43.5,fatigue,sudden death,greenish diarrhea,Newcastle Disease
Goat,4,41.4,painful cough,crackling sound,shortness of breath,CCPP
Cow,7,42.2,fatigue,difficulty walking,lacrimation,East Coast Fever
Cow,7,41.3,swelling in neck,loss of appetite,frothing at mouth,East Coast Fever
Goat,8,40.9,matted eyes,fatigue,sores on mouth,PPR
Poultry,8,42.8,sudden death,difficulty walking,greenish diarrhea,Newcastle Disease
Sheep,5,40.7,chills,blood in stool,fatigue,Rift Valley Fever
Goat,8,42.5,fatigue,blood in stool,chills,Rift Valley Fever
Goat,1,41.9,fatigue,swelling in abdomen,mass abortion,Rift Valley Fever
Cow,1,42.4,difficulty walking,frothing at mouth,fatigue,East Coast Fever
Poultry,5,44.1,fatigue,depression,chills,Newcastle Disease
Goat,4,41.7,chest discomfort,fatigue,crackling sound,CCPP
Goat,7,42.0,swelling in abdomen,chills,mass abortion,Rift Valley Fever
Poultry,4,44.1,chills,fatigue,sudden death,Newcastle Disease
Sheep,4,41.0,foul diarrhea,sores on mouth,fatigue,PPR
Goat,8,41.1,chills,mass abortion,fatigue,Rift Valley Fever
Goat,5,42.0,fatigue,swelling in abdomen,sweats,Rift Valley Fever
Cow,1,41.6,fatigue,difficulty walking,loss of appetite,East Coast Fever
Goat,7,41.6,blood in stool,chills,swelling in abdomen,Rift Valley Fever
Cow,7,41.8,frothing at mouth,swelling in neck,fatigue,East Coast Fever
Goat,5,41.2,crackling sound,loss of appetite,shortness of breath,CCPP
Poultry,6,43.6,difficulty walking,chills,sudden death,Newcastle Disease
Poultry,4,43.3,twisted neck,chills,depression,Newcastle Disease
Goat,6,41.0,crackling sound,extended neck,fatigue,CCPP
Goat,5,42.0,painful cough,fatigue,extended neck,CCPP
Cow,7,41.8,mass abortion,chills,fatigue,Rift Valley Fever
Sheep,6,40.9,swelling in abdomen,sweats,mass abortion,Rift Valley Fever
Goat,3,41.6,sores on gums,loss of appetite,fatigue,PPR
Cow,3,42.3,frothing at mouth,lacrimation,fatigue,East Coast Fever
Cow,1,42.3,fatigue,loss of appetite,swelling in limb,East Coast Fever
Goat,1,41.2,loss of appetite,chest discomfort,extended neck,CCPP
Sheep,4,41.1,sores on tongue,matted eyes,fatigue,PPR
Goat,7,41.1,fatigue,loss of appetite,sores on mouth,PPR
Sheep,6,41.6,blood in stool,jaundice,sweats,Rift Valley Fever
Goat,1,41.8,extended neck,fatigue,painful cough,CCPP
Goat,2,41.2,sores on tongue,sores on gums,fatigue,PPR
Goat,2,42.0,chest discomfort,fatigue,loss of appetite,CCPP
Goat,7,42.2,extended neck,chest discomfort,loss of appetite,CCPP
Goat,5,41.6,loss of appetite,sores on tongue,sores on mouth,PPR
Goat,2,41.8,jaundice,sweats,mass abortion,Rift Valley Fever
Cow,7,42.5,swelling in limb,swelling in neck,lacrimation,East Coast Fever
Goat,1,41.9,chills,sweats,blood in stool,Rift Valley Fever
Sheep,2,41.2,fatigue,matted eyes,sores on tongue,PPR
Cow,3,42.3,difficulty walking,lacrimation,swelling in neck,East Coast Fever
Poultry,8,42.3,depression,greenish diarrhea,difficulty walking,Newcastle Disease
Sheep,6,41.6,foul diarrhea,fatigue,sores on mouth,PPR
Goat,2,40.9,painful cough,fatigue,loss of appetite,CCPP
Goat,2,40.7,jaundice,swelling in abdomen,chills,Rift Valley Fever
Goat,5,41.5,painful cough,extended neck,chest discomfort,CCPP
Cow,6,43.2,swelling in neck,fatigue,frothing at mouth,East Coast Fever
Poultry,3,42.6,difficulty walking,greenish diarrhea,twisted neck,Newcastle Disease
Goat,5,42.3,fatigue,extended neck,crackling sound,CCPP
Cow,6,42.8,difficulty walking,swelling in limb,lacrimation,East Coast Fever
Cow,4,42.2,difficulty walking,loss of appetite,fatigue,East Coast Fever
Cow,1,41.7,mass abortion,fatigue,blood in stool,Rift Valley Fever
Goat,5,42.1,jaundice,sweats,chills,Rift Valley Fever
Cow,6,42.5,lacrimation,swelling in limb,loss of appetite,East Coast Fever
Goat,8,41.8,shortness of breath,painful cough,chest discomfort,CCPP
Sheep,8,41.5,swelling in abdomen,blood in stool,chills,Rift Valley Fever
Goat,7,41.2,foul diarrhea,fatigue,sores on gums,PPR
Cow,2,42.9,swelling in neck,lacrimation,loss of appetite,East Coast Fever
